sentences,label
"do you have any plans for next year ?  | if you found a job abroad , would you take it ?  | what about working as an ( ? ) living with the family and doing some housework ? ",0.0
"well , i travel if i could afford it but i do n't have any money .  | if it were somewhere i want to go , i 'd certainly consider it carefully .  | i 'd only consider it if i was sure about the family . if they did n't treat me well , i 'd be very miserable . ",0.0
"yes , i got an offer from new york downtown hospital . ",0.1363636364
i heard you 're moving to new york . ,0.1363636364
"i know . i ca n't wait to get home . i have been traveling on business for a month . i really miss my family .  | i have 2 , a boy and a girl . would you like to see a picture of them ?  | this is jane my beautiful daughter . she 's 24 .  | no . she is studying engineering at cambridge university . she will graduate this june . and she has gotten a position with ibm . ",0.2
"oh , terrible weather . the plane must be delayed .  | a month is a long time to be away . well , do you have any children ?  | sure . oh , how nice . now who 's this ?  | is she married ? ",-0.4
"no , to find the top gift on mother 's day .  | those choose time with my family are 63 % over chocolates and flowers . ",0.5
what if the result ?  | you smile because the way helps save money ? ,0.0
"flower arranging . that 's a real course ? why would someone want to do that ?  | ok , relax . let 's see what else .  | but look at the price . $ 280 is too much for me . i wonder why it 's so expensive . i do n't think i can afford it . but , hey , at least it 's $ 40 cheaper than the italian wine course . look at that . $ 400 web design for beginners . it 's pretty cheap . what do you think ?  | hey , look . how about indian cooking ? starts this week . a little bit expensive .  | i 'll call them right away .  | this will be great . we can have our own indian dinner parties . ",0.2
"there you are , ben . the information about the evening classes i sent off for has arrived . right , here are the general courses .  | you sit in front of the tv watching baseball for 3 hours every saturday . and many people would find that boring , too .  | photography . that looks interesting . it started last week , but i do n't think that would be a problem .  | i do n't want to see a computer in the evening too .  | $ 190 . you know how much i love indian food . i 'll call him tomorrow to see if there are still spaces available .  | there wo n't be anyone there now . we 'll try in the morning . ",0.1785714286
"migrate went down recently , so i am very anxious .  | yeah , but i know you always do well in your studies . could you tell me how you do it ? ",-0.2402777778
good morning . you do n't look very well . what 's the matter ?  | oh really ? ,0.1048611111
can i help you madam ?  | last week ? what were they like ?  | that 's strange . i do n't recognize any of the ones we had from that description . ,0.0
"yes , it is about some pots you had in your window last week .  | dark brown color , country style and a sort of flower pattern .  | oh , you must know the ones i mean , they were on sale are real bargain reduced to 1/4 of the original price . i could n't believe my eyes when i saw them so i came here again . ",0.0
"yes , i know . the boarding time on the ticket says 7:05. we 're going to take off at 7:35. we still have plenty of time to enjoy something . ",0.4
it 's only five o'clock now . we 're supposed to check in at the counter thirty minutes before our plane takes off .  | let 's enjoy a meal and then buy some souvenirs for our friends in nearby shops . ,0.2
do you have any direct flight to new zealand ?  | when does the flight 212 leave ?  | how long will it stay in chicago ?  | and how long do i have to stay in tokyo for the connecting flight ?  | so the time for the whole journey is about ...  | let me count . ok. it works out for my time schedule . thanks a lot . ,0.1181818182
"sorry , we do n't . but i think you can fly on northwest 212 to tokyo and they have a connecting flight on japan airline 123 to auckland , new zealand 's gateway city . and it is the most economical flight , just $ 580 .  | at 11:30 am . by the way , it also makes a stop at chicago .  | less than one hour .  | not so long , just one hour .  | about 11 hours . ",0.2472727273
"susan did you have a dream when you were a little girl ?  | i had the same experience with you . when i was a little boy , i dreamed to be a pilot , but now you see , i 'm just a common office clerk . ",-0.1875
"of course i did . i dreamed to be a great scientist , but unfortunately i did n't realize it . ",-0.0375
"yes , there is still a one bedroom-apartment left . do you want to rent it ?  | yes , but you need to pay $ 60.00 a week and the rent is just $ 200 a month . ",0.0
"excuse me , sir . do you still have an apartment left ?  | yes , but do you rent rooms by the week ? i only want to rent the apartment for 2 weeks . i 'm not staying here for long . ",-0.01666666667
"no worries . we 're too .  | well that 's good , because it looks like we 're not going to be able to move more than a few feet per minute . ",0.0
"whew thanks for stopping sometimes it can be impossible to get a cab in the rain .  | i 'm going to fifth avenue and east twenty second street , no rush at all though . ",-0.2333333333
at which stop will we get off ? ,0.0
we still have 3 more stops to go . ,0.375
"sure , sonya . what 's the problem ?  | is it important ?  | you have a lot of letters to type . can you come in early tomorrow morning and finish them ?  | then you can go ahead and leave early . ",0.5
"may i speak to you , mr. hall ?  | my photography classe 's meeting early today . can i leave at 4:30 ?  | yes , it is . we 're getting our assignments and i have to be there on time .  | oh , sure . ",0.5
"hi , sarah how is everything ?  | well , i was thinking about reading a book at home tonight . what exactly have you got in mind ?  | sorry , but i worked out in the gym this afternoon . i do n't feel like going for a walk tonight .  | sounds great . what time does it start ? ",0.0
"nothing new here . i was just wondering if you want to go out tonight ?  | i thought we could just go for a walk . maybe down to the bridge .  | oh , then let 's go to the cinema . there is a new movie playing in theaters . how about going to see it ? ",0.1931818182
gary insist on buying the food for the picnic . ,0.0
"that 's pretty generous , but should n't we at least offer to share the expense ? ",0.2089285714
it 's a quarter past nine by my watch . ,-0.25
what is the time ?  | my favorite program sing china will be on soon . do n't switch the channel . you can turn to the computer for your favorite football match . ,-0.25
"excuse me mam , can you tell me how to get to son college ? i 'm walking . ",-0.05
"well , i think the simplest way for you is to go up to main street over there , turn left on main street and keep going for about 20 minutes , when you get to water square turn right keep on past the mass hospital to the end of the road and then take a left turn you 'll be on rain avenue . walk 2 blocks until you see the farmers bank , cross the street and almost immediately take a left turn again . the entrance to son colleges is down 50 meters on your right . can you remember all that ? ",0.01760204082
i 'm not very happy because i lost my wallet just now . i 'm afraid i ca n't find it . ,-0.4538461538
what 's the matter ? you were really cheerful this morning but now you look rather upset . ,-0.1692307692
"i 'd like to check in please .  | yes , the name is robert , robert brown .  | i will stay from monday to friday .  | a smoking room , please .  | no that 's no problem . but i do want to room with a good view of the ocean . ",0.0
"do you have a reservation sir ?  | let me check the computer please . yes , here it is robert brown . how many nights will you be staying ?  | that 's four days . smoking or non-smoking ?  | ok , you do n't mind facing the street ? ",0.0
"neither of them , i changed it to the fifth . ",0.0
"hi david , are you flying back to paris on february fifth or tenth ? ",0.0
"oh , i like the blue coat and what 's the price ? ",0.0
"dear sir , what can i do for you ? ",0.0
it 's freezing out there .  | please give me the hottest drink you serve . ,0.0
"well , you 've come to the right place . what can i get you today ?  | ok , one hot chocolate coming right up . ",0.2857142857
have you ever noticed that serious pollution and modern cities goes from bad to worse ?  | i think it 's time for the government to take strong action and people should try to protect the environment . ,-0.3083333333
yes . we 're breathing poisonous air every day .  | i ca n't agree more . ,0.2666666667
"shh , you 're right . it 's time we decided what we 're going to do this year . well do you feel like inviting your sister and her family over , otherwise i 'd like to invite my brother and his family . ",0.2857142857
"do you realize it 's november already before you know it ? thanksgiving will be here .  | i 'd love to invite my sister 's family . after all , they invited us last year . ",0.2857142857
any dessert ? our tiramisu is very delicious . ,1.0
"good afternoon , i 'd like a beef sandwich and a cup of coffee , please .  | no , thank you . ",0.85
"i have washed all the bowls and plates .  | i 'm sorry . i forgot , i will do it now .  | oh that was really nice of him . well mom , i turned on the tv only because i want to know the result of the game between manchester united and manchester city .  | my computer is n't working .  | oh that 's right . i forgot . no wonder ! ",0.0
you 're watching tv again peter .  | but you have n't watered the flowers or fed the birds .  | your dad just did that for you .  | why did n't you just search online ?  | did n't you turn it off after you finished your homework ? ,0.0
would you please be so kind as to suggest something that a schoolboy of five or six will really like ? ,0.4
i 'd recommend this toy train sir . it 's an excellent brand very popular all over the world these days . ,0.3585
i am looking for a flat for 2 people near the university .  | i think of flat for no more than $ 100 a month is good . i prefer to live in a quiet street and i need at least 2 bedrooms .  | well . that 's a little far to walk . what about the other one ?  | can we go to have a look at the second one now ? i want to examine the room before making a final decision .  | ok . ,0.0375
"good morning . what can i do for you ?  | well . there are several places available and the rent ranges from 80 to $ 150 a month . what are your requirements ?  | well , we have got 2 flats that meet your requirements . this one costs $ 85 a month , it 's 2 miles away from the university .  | the second one is 3/2 miles away from the university , but it is smaller and more expensive . it 's $ 100 a month .  | no problem , but please wait for 5 minutes . i need to finish typing this piece of material . ",0.2583333333
i have to go to professor greens to discuss my paper . but i 'd see a film with you when i come back . ,0.0
i 'm going to the cinema right now with jane and i do n't think you could make it . ,0.08428571429
"sure , sonya . what 's the problem ? ",0.5
"may i speak to you , mr. hall ?  | my photography classe 's meeting early today . can i leave at 4:30 ? ",0.5
"do n't worry , we wo n't . the lecture starts at 9 o'clock . look at the clock . it 's only 8:40 . ",0.0
"oh , no . i 'm afraid we 'll miss the beginning of the lecture .  | but our clock is 15 minutes slow . ",0.15
"you think that was expensive ? linda , from my house to amherst , it cost twice as much as that . ",-0.15
it was $ 5.50 to downtown berkeley . that was too expensive for such a short distance . ,-0.16
"for about a year .  | well , i often practice my english with my neighbors who are from america . they live just next door to me . so it 's very convenient for me to practice my english with them . ",0.0
"wow , your english is very good . how long have you been learning it ?  | just a year ? that 's unbelievable . ",0.24
"well , last year in school i played on the football team . it kept me busy but i learned to manage my time . and also it has been a great experience in learning how to work on the team with other players . ",0.19375
"ok , tell me about yourself .  | how would your teachers describe you ? ",0.255
"well , 600 had registered , but only 2/3 turned up . ",0.0
how many students took the hsk test last month ? ,0.1666666667
"yes please . i 'm looking for a smartphone , but uhm ? i do n't know much about them .  | i see i 'm interested in this one .  | so i can check my email , can i ? ",0.2
"can i help you ?  | right . well , with a smart phone you can use software , you know for your appointments , as an address book , that kind of thing you can take notes and write documents .  | this one ? it 's got all the features you 'd expect . a nice screen , wireless internet .  | yeah you can read and send email and surf the internet , too . as long as you 're in an area the internet can cover . ",0.2
about seventy-five years . how about in your country ? ,0.0
this newspaper talks about the problem of an aging population . what 's the average lifetime in your country ?  | about seventy . ,-0.15
do you have any direct flight to new zealand ? ,0.1181818182
"sorry , we do n't . but i think you can fly on northwest 212 to tokyo and they have a connecting flight on japan airline 123 to auckland , new zealand 's gateway city . and it is the most economical flight , just $ 580 . ",0.3018334607
"ok. here we are . so we drive to the a120 and turn left .  | oh yes . sorry . we need to drive only 7 miles to the m11 motor way and then we turn left to join the motorway and drive south .  | that 's another 15 miles so that 's 22 miles in total so far .  | then we continue driving on the m25 when it turns south . when we reach exit 15 , we turn left and drive along the m4 . then we take the first exit for heathrow airport . what 's the total distance ? ",0.25
"ok , i 've got an up-to-date map . let 's check the route from here to the airport .  | no , we turn right . remember that we are coming from this direction .  | according to the map , we get off the m11 at the second intersection and joined the m25 . that 's the motor way that goes around the edge of london .  | then we drive west on the m25 . ",0.3333333333
what can i do for you ? we have many new introduced choose to choose from .  | ok. show me your receipt and you can change a larger size .  | here you are . is this perfect for him ?  | i see . here are the brown shoes with the right size .  | you need n't if you still choose shoes with the same brand . ,0.3181818182
"sorry i bought a pair of shoes with the size of 42 for my husband , but it 's a little tight for him .  | i have to change one pair with the size of 43 ?  | yes , and he would like brown rather than black to match his suit .  | thanks ! need i pay for extra money for the larger shoes ? ",-0.07321428571
"speaking .  | sure . well it was 2 days ago on november the tenth about 11:00 pm . i decided to fry some chips so i used quite a lot of oil . i was deep frying . uhm the oil finally got hot enough , so i put the chips in and then my mom ringed .  | we started talking and i completely forgot about the chips . after the call . i just went back to my living room .  | yes , i watch tv for about 20 minutes and the next thing i knew there was the smell of smoke in someone was shouting fire fire . i immediately realized it was my chips . i rushed out of the room . the kitchen was next door . well , there were flames all over one wall .  | well , i grabbed some blankets from my bed and ran to the kitchen to throw them over the flames . by that time , my neighbors had already called the fire department . the firefighters arrived , i think within about 10 minutes and put the fire out very quickly .  | well . i 'll have to replace the cooker completely . besides , i have to have 2 kitchen units and one wall repaired . ",0.0
hello is that phil taylor ?  | hi phil . i 'm a reporter for the sun . i 'm calling to ask you a few questions about the fire . can you tell me how it happened ?  | ah .  | oh no .  | what did you do ?  | so what was the damage . ,0.0
"migrate went down recently , so i am very anxious .  | yeah , but i know you always do well in your studies . could you tell me how you do it ?  | well , now i think discussions are great . everybody can express his own opinion and learn from each other . meanwhile , they also help us build our confidence and have courage to express our opinions .  | yeah , that is a good method . but i just do n't like reading very much . maybe that 's why i 'm not doing very well in my studies . ",-0.2402777778
"good morning . you do n't look very well . what 's the matter ?  | oh really ?  | in fact , i do n't think i have any special methods . i just like discussing things with my classmates .  | you 're right , but you could also be influenced by others in a bad way . you have to decide whether these kinds of discussions are suitable for you and whether they would be useful for your studies . i also like reading books . ",0.1048611111
"i have just arrived here too .  | you came here by bus ?  | ok , be seated please .  | i have to ask you for help but let 's have dinner first .  | ok here is the menu .  | what about the fried fish and steak ? ",0.0
"hi **** sorry i 'm late .  | i plan to drive my car , but bob has to meet his mother at the airport .  | no , by taxi . but there was a jam on the way .  | thanks a lot , but why do you call me to meet here ?  | ok. i hear the dishes here are excellent .  | i 'm really hungry after the boring meeting .  | wonderful ! i like fish best . ",-0.4
so you 're the first woman they hired . ,0.25
"yes , there are 10 men , 10 car salesman and me . ",0.04
"hello madam , what can i do for you ?  | what size do you wear ?  | well , once you get to be in your twenties , your feet stop growing . so you 're probably still a 7 but let 's measure them just in case .  | well , it looks like you 're an eight . no wonder your feet have been hurting you . you 've been wearing shoes that are one size too small . ",0.0
"my feet hurt . i think i need some new shoes .  | the last time i bought new shoes was about a year ago , and at that time i was a 7 .  | ok , so what does it say ? ",0.1363636364
"what would you like ? pizza , sandwich , hotdog , fried rice ? we do everything .  | ok. fried . ",0.0
"takeaway fried rice sounds good .  | no . on second thought , i 'll have a tomato sandwich . ",0.6
"well , mom . i 'm sorry to tell you that i left it on the bus . ",-0.25
"it 's raining again . tom , bring me the umbrella .  | again ? do n't you know that umbrella is expensive ? you always leave our umbrellas on the bus , do n't you ? ",-0.25
"i think we 're going to miss the train . must we go this slowly ?  | what does that mean ?  | mary , i think you 've missed the turn .  | does n't ellen always turn next to the school ? ",-0.3
"yes , we must . as they say , it 's better to be safe than sorry .  | it means we do n't want to have an accident .  | no , grandpa . there are still four or five blocks to go . then we have to turn right . ",0.046875
"i wanted to read this novel tonight , but there 's a free movie night in the student center . ",0.15
"that 's funny . i wanted a quiet night into , but there is a free dinner for foreign students in the cafeteria . ",0.365625
"yeah , over the past 80 days . i 've been to many countries in africa . ",0.125
"hi harry , it 's great to see you again . i heard you have been traveling a lot recently .  | i really envy you . did you ride a lion ? ",0.2625
what are your chances of getting the job ? ,0.0
"brian , i just had an interview . they said they would make a decision soon .  | quite good . i think the interview went very well . ",0.0
"what 's your hobby ? stamp collecting , reading , or something else ? ",0.0
"no , nothing special . i often take pictures during holidays , but i 'm afraid i 'm a bad photographer . ",0.07571428571
"as you can see from the drawings . the kitchen has wander into the dining room , another into the family room and assert to the outside . ",0.0
the door into the family room is n't big enough . could it be made wider ? ,-0.015625
we ca n't wait all day .  | i 'll wait for a few more minutes but then i 'm leaving . ,0.0
it 's only been half an hour . let 's just wait for another half hour . linda may come up soon . ,-0.006666666667
the soup is delicious . i 'd love to be able to make it myself . ,0.6666666667
"why not ? you can get all the ingredients at any supermarket . here , let me get a pencil and paper . ",0.2422222222
"what would you like for dinner ? i think i 'll have a piece of apple pie with a cup of coffee .  | ok , look , here comes the waiter . ",0.0
i 'd like a chicken sandwich and some french fries . ,-0.03333333333
"yeah , over the past 80 days . i 've been to many countries in africa . ",0.125
"hi harry , it 's great to see you again . i heard you have been traveling a lot recently . ",0.2625
i think we 're going to miss the train . must we go this slowly ?  | what does that mean ? ,-0.3
"yes , we must . as they say , it 's better to be safe than sorry .  | it means we do n't want to have an accident . ",0.046875
"mam , can you help me ? where is the nearest hospital ? i think my wife needs to see a doctor right away .  | thanks so much . ",0.2857142857
i am so sorry . i just moved here a few weeks ago . let me call 911 for you . ,-0.075
are you sure you 've corrected all the mistakes in the paper ? ,0.5
perhaps i 'd better read it through again . ,0.2166666667
"alright , i will stay here for 3 days and will fly back the day after tomorrow .  | alright , i 'd also like to visit your factory to see your workshop .  | ok , no problem .  | yes , certainly . hopefully we 'll reach an agreement .  | that 's fine and i 'll leave in the afternoon .  | sounds perfect . thank you . ",0.4
"let 's workout the schedule for your stay here , mister smith .  | so we 'll get down to business today . we 're going to visit the showroom this morning and you could find out about the product that you 're interested in .  | we 're planning so . how about this afternoon ?  | we 'll discuss our contract tomorrow .  | that 'll be great . the day after tomorrow i 'll take you on a tour of the city in the morning , so you could do some shopping .  | what do you think of the arrangements ? ",0.4
"hello madam , what can i do for you ?  | what size do you wear ?  | well , once you get to be in your twenties , your feet stop growing . so you 're probably still a 7 but let 's measure them just in case .  | well , it looks like you 're an eight . no wonder your feet have been hurting you . you 've been wearing shoes that are one size too small . ",0.0
"my feet hurt . i think i need some new shoes .  | the last time i bought new shoes was about a year ago , and at that time i was a 7 .  | ok , so what does it say ? ",0.1363636364
so you 're the first woman they hired .  | and how are you doing ?  | how did you do it ? did you do anything special ? ,0.25
"yes , there are 10 men , 10 car salesman and me .  | this week i sold 3 cars . i was the top salesperson .  | no , not really . it helps that i 'm a woman . there are a lot of women looking at cars and buying cars by themselves . they feel more comfortable talking to a woman and you know , i like talking . ",0.0
"i have just arrived here too .  | you came here by bus ?  | ok , be seated please .  | i have to ask you for help but let 's have dinner first .  | ok here is the menu . ",0.0
"hi **** sorry i 'm late .  | i plan to drive my car , but bob has to meet his mother at the airport .  | no , by taxi . but there was a jam on the way .  | thanks a lot , but why do you call me to meet here ?  | ok. i hear the dishes here are excellent .  | i 'm really hungry after the boring meeting . ",-0.4
"speaking .  | sure . well it was 2 days ago on november the tenth about 11:00 pm . i decided to fry some chips so i used quite a lot of oil . i was deep frying . uhm the oil finally got hot enough , so i put the chips in and then my mom ringed .  | we started talking and i completely forgot about the chips . after the call . i just went back to my living room .  | yes , i watch tv for about 20 minutes and the next thing i knew there was the smell of smoke in someone was shouting fire fire . i immediately realized it was my chips . i rushed out of the room . the kitchen was next door . well , there were flames all over one wall .  | well , i grabbed some blankets from my bed and ran to the kitchen to throw them over the flames . by that time , my neighbors had already called the fire department . the firefighters arrived , i think within about 10 minutes and put the fire out very quickly . ",0.0
hello is that phil taylor ?  | hi phil . i 'm a reporter for the sun . i 'm calling to ask you a few questions about the fire . can you tell me how it happened ?  | ah .  | oh no .  | what did you do ? ,0.0
"migrate went down recently , so i am very anxious .  | yeah , but i know you always do well in your studies . could you tell me how you do it ?  | well , now i think discussions are great . everybody can express his own opinion and learn from each other . meanwhile , they also help us build our confidence and have courage to express our opinions . ",-0.2402777778
"good morning . you do n't look very well . what 's the matter ?  | oh really ?  | in fact , i do n't think i have any special methods . i just like discussing things with my classmates . ",0.1048611111
ok. here we are . so we drive to the a120 and turn left .  | oh yes . sorry . we need to drive only 7 miles to the m11 motor way and then we turn left to join the motorway and drive south . ,0.25
"ok , i 've got an up-to-date map . let 's check the route from here to the airport .  | no , we turn right . remember that we are coming from this direction . ",0.3333333333
what can i do for you ? we have many new introduced choose to choose from .  | ok. show me your receipt and you can change a larger size .  | here you are . is this perfect for him ? ,0.3181818182
"sorry i bought a pair of shoes with the size of 42 for my husband , but it 's a little tight for him .  | i have to change one pair with the size of 43 ?  | yes , and he would like brown rather than black to match his suit . ",-0.07321428571
do you have any direct flight to new zealand ?  | when does the flight 212 leave ? ,0.1181818182
"sorry , we do n't . but i think you can fly on northwest 212 to tokyo and they have a connecting flight on japan airline 123 to auckland , new zealand 's gateway city . and it is the most economical flight , just $ 580 .  | at 11:30 am . by the way , it also makes a stop at chicago . ",0.2472727273
"about seventy-five years . how about in your country ?  | i heard that the government might need to increase the retirement age to sixty-seven , because otherwise there will not be enough workers to support the young and the elderly .  | but the cost for covering the health care of the elderly are expensive , so this policy is necessary . and we 're living longer . ",0.0
"this newspaper talks about the problem of an aging population . what 's the average lifetime in your country ?  | about seventy .  | but in that case , people who actually , you know , move box or stand at checking point counter for a living , will have a difficult time getting a job .  | an increase in the retirement age will certainly have a bad effect on the lowest income part of the population . ",-0.15
"yes please . i 'm looking for a smartphone , but uhm ? i do n't know much about them . ",0.2
"can i help you ?  | right . well , with a smart phone you can use software , you know for your appointments , as an address book , that kind of thing you can take notes and write documents . ",0.2
"better still , let 's meet in the red lion bar to have a nice little talk . ",0.228125
"i 'll see you at the theater .  | good idea , and i 'd love to have a drink there . ",0.228125
"well , last year in school i played on the football team . it kept me busy but i learned to manage my time . and also it has been a great experience in learning how to work on the team with other players .  | my teachers would say i work hard to get my homework done on time and i 'm not afraid to ask for help if i need it . they 'd also tell you i am friendly to my classmates .  | i think i am the very person you can rely on . i 'll arrive to work on time and do the best i can on the job . besides i 've done volunteer work and now i 'd like the gain actual work experience . if you hire me , you 'll get someone who is always willing to learn . ",0.19375
"ok , tell me about yourself .  | how would your teachers describe you ?  | well , why should i hire you over the other 8 students ? ",0.255
"i agree with you , but i 'm not sure if we can afford it right now , darling . ",0.01785714286
"i really like this necklace , jack . the diamond is beautiful . the design is fashionable and it represents our love . ",0.3171428571
"hi , sarah how is everything ?  | well , i was thinking about reading a book at home tonight . what exactly have you got in mind ?  | sorry , but i worked out in the gym this afternoon . i do n't feel like going for a walk tonight .  | sounds great . what time does it start ?  | sorry . but my mother will make chicken and potatoes tonight , which are my favorite . so i 'd rather eat at home and then go to the cinema .  | ok. see you then . ",0.0
"nothing new here . i was just wondering if you want to go out tonight ?  | i thought we could just go for a walk . maybe down to the bridge .  | oh , then let 's go to the cinema . there is a new movie playing in theaters . how about going to see it ?  | at 8:20. what about having supper together before going to the movie ?  | ok , so let 's meet in front of the cinema 20 minutes before the movie begins . ok ? ",0.1931818182
"sure , sonya . what 's the problem ?  | is it important ?  | you have a lot of letters to type . can you come in early tomorrow morning and finish them ? ",0.5
"may i speak to you , mr. hall ?  | my photography classe 's meeting early today . can i leave at 4:30 ?  | yes , it is . we 're getting our assignments and i have to be there on time .  | oh , sure . ",0.5
"i 'm sorry , but i 'm a stranger here myself . ",-0.5
excuse me . can you tell me how i can get to the theater ?  | thank you all the same . i 'll ask the old lady over there . ,-0.275
"oh , i do n't do anything special . i do n't go out with friends or go to the cinema . i just read books at home . ",0.3571428571
what do you usually do on the weekend ? ,0.05357142857
"i 'd like to check in please .  | yes , the name is robert , robert brown .  | i will stay from monday to friday . ",0.0
"do you have a reservation sir ?  | let me check the computer please . yes , here it is robert brown . how many nights will you be staying ? ",0.0
can i help you madam ?  | beef is $ 2 a kilo and pork half that . ,0.0
i want one kilo of beef and one kilo of pork . ,-0.1666666667
"excuse me mam , can you tell me how to get to son college ? i 'm walking . ",-0.05
"well , i think the simplest way for you is to go up to main street over there , turn left on main street and keep going for about 20 minutes , when you get to water square turn right keep on past the mass hospital to the end of the road and then take a left turn you 'll be on rain avenue . walk 2 blocks until you see the farmers bank , cross the street and almost immediately take a left turn again . the entrance to son colleges is down 50 meters on your right . can you remember all that ? ",0.07612433862
you ca n't go wrong with a black dress . ,-0.3333333333
today is my first day for work . i really need your advice about what i should wear . ,-0.05416666667
"shh , you 're right . it 's time we decided what we 're going to do this year . well do you feel like inviting your sister and her family over , otherwise i 'd like to invite my brother and his family .  | good , that settled . why do n't you give your sister a call and see if they can come ?  | right . let 's get a nice , big one . so we 'll have plenty of leftovers to make sandwiches with . ",0.2857142857
"do you realize it 's november already before you know it ? thanksgiving will be here .  | i 'd love to invite my sister 's family . after all , they invited us last year .  | sure . say randy can you help me with the shopping ? we need to get a turkey . ",0.2857142857
"excuse me , could you please tell me how to get to the nearest supermarket ?  | thank you very much . ",-0.05
"go ahead and turn right at the second light . you ca n't miss it .  | that 's alright , have a good day . ",0.2364285714
"no , it 's scheduled for 9:00 in the morning . ",0.0
"what time is tomorrow 's meeting ? is it at 8:30 ?  | good , that gives me an hour to prepare after getting to the office . ",0.0
"oh ! hi diana , well actually i was thinking about taking an evening class .  | no . i want to learn a new language .  | no , i want to learn italian . ",0.0
tim what are you thinking about ?  | do you want to learn a new skill ?  | so what language do you want to learn ? french ? ,0.0
"the movie we saw tonight was exciting , was n't it ?  | i 'm sorry you were disappointed . ",0.3
i do n't think so . the story was n't very interesting . ,-0.2
i am looking for a flat for 2 people near the university .  | i think of flat for no more than $ 100 a month is good . i prefer to live in a quiet street and i need at least 2 bedrooms . ,0.0375
good morning . what can i do for you ?  | well . there are several places available and the rent ranges from 80 to $ 150 a month . what are your requirements ? ,0.2583333333
"what kind of movies do you like amber ?  | well , i always like detective movies . ",0.6
"for me i like to watch romantic comedies the most . you know girls always dreaming to be a princess and living with her prince charming happily ever after . and what about you mike ? what sort of movies do you like ?  | yeah , for me the fun of detective movies is that you can try to compete with the detective to see who will be faster to figure out who committed a serious crime , usually murder . ",0.5
i do n't think our boy should be named scott . that is our dogs name . how does robert sound ? ,0.4
"i like the names , scott and michael . ",0.4
how about meeting at 5:40 ?  | that 's a bit late for me . i have to meet my son . i could manage 10 past . ,0.0
"well , could we make it 6:20 ?  | it settled . see you then . ",-0.275
"hey maria , can i ask you some questions for a project i 'm doing for my mexican history class ? ",0.0
"sorry tim , i 'm late from my physics lecture . i 've got to go . ",-0.2333333333
"hi sue it 's me .  | what did you say ?  | i 'm sorry i did n't call you this morning . i 've had a cold since saturday . i have n't eaten much these days , it , it has made me feel really weak . but i 'll probably be there tomorrow . ",0.0
"well hello , where have you been all day steve ? mister smith asked me this morning where you were , but he did n't seem to be looking for you or anything .  | i told him that i did n't know . he seemed very busy , as managers always are . are you ok ?  | alright we 'll go on a business trip next week and do n't worry . you should go see a doctor steve . ",0.0
"yeah , good to see you too . have you been waiting here at the station long ?  | it was n't too bad , it was only 19 hours .  | well , it was a pretty uncomfortable right to be honest . the bus was starting to smell toward the end of it and there was a guy next to me , he was breathing really loudly while he was sleeping . but the reason i took the passwords because it 's more environmentally friendly than flying . ",0.325
"hey welcome to berlin , it 's great to see you again .  | only 15 minutes , but let 's get out of this cold and go to my apartment . how are you feeling after that long bus ride ?  | that 's crazy . you could have flown here from london for 60 euros and it would have only taken an hour and a half . was it really worth all that time just to save a bit of money . ",0.5625
"where to , miss ?  | on the westside ? ",0.0
"please drop me off at the kings department store .  | no , the east side , near the post office . ",0.0
"i 've been invited to a dinner party tomorrow . what time should i arrive for that ?  | why ?  | i never thought of that . but what the dinner get cold if people come several minutes late ?  | what are they get caught in a traffic jam , or the subways late or something else happens ? and i 'm going to be really late .  | oh , i see . ",0.0
"on time , or even a few minutes late , but not early .  | because the host and hostess are running around finishing last minute chores .  | no . generally it 's planned so that when you arrive you get a drink and then chat with people for a while . when all the guests have arrived and finish their drinks , you sit down to dinner or go to the buffet table .  | you must call and say you 're coming , but you 'll be late . ",-0.1833333333
"here with us is marsha ward , author of save your child , which has been sold over 10,000 copies in britain . welcome , marsha . is there a lot to child safety in the home ?  | really , i had no idea that the number was that high . ",0.8
"definitely . did you know that more than a million children in britain every year require hospital treatment for accidents that happen in the home ?  | yes . and almost all of those accidents could have been prevented . parents can prevent children from falling down the stairs by fitting safety gates . they can use mats to prevent children sleeping on floors , especially in the bathroom . however , children should never be left alone in the bath . ",0.215
"i do , it 's a nice place to go on a saturday afternoon . they even have a large outdoor garden in the back . this is such a peaceful place . ",0.2128571429
"what a beautiful painting this is ! you just love art museums , do n't you ? ",0.3663265306
"now college graduates are being encouraged to start their own business . it sounds really good for us . we can get some valuable social experience , which will be helpful in our future jobs . we may also learn about ourselves and society . ",0.3333333333
"it 's difficult to find a suitable job this year . it 's a lot of pressure .  | yes , but it 's not as easy as you imagine . there are a lot of problems . the main difficulty is money and our education does n't provide enough knowledge on how to do it . ",0.2305555556
do i have to ? i 'm a great driver with fifteen years of driving experience .  | i 've never had a serious accident . ,0.8
"do you wear a seatbelt every time you drive or ride in a car ?  | the chances of being injured in a car accident this year are one in seventy-five . i think that 's worth thinking about seriously .  | my brother was not as lucky as you . last december , he was almost killed in an accident . he was n't wearing a seatbelt . ",0.8
for what ?  | first prize ! congratulations !  | what time shall we go there ?  | alright . i will drive over there . ,0.0
"let 's go to mcdonald 's this evening . i 'll treat you to dinner .  | good news ! i won first prize in the singing competition .  | so i have invited some friends to share my happiness .  | now , it 's 5:30. let 's go in an hour ok ? ",0.0
